"","Bcell","CD4T","CD8T","Gran","Mono","NK"
"GSM1218582",0,0.391525219792124,-4.94423782933696e-17,0.41723655197082,0.335179293872898,0.13870094875847
"GSM1218583",0,0.337464018875464,-4.4735074420583e-17,0.378527224778511,0.432568987153301,0.124304722069366
"GSM1218584",0,0.472465556202529,-3.94123155703782e-17,0.38836997045196,0.249057794605524,0.164668940895923
"GSM1218585",0,0.338832961401556,1.80160557530841e-16,0.328100556584354,0.497002102080529,0.0808875143963362
"GSM1218586",0,0.291257414701396,-4.11215233278724e-17,0.416917764138566,0.352836349661756,0.228382237857174
"GSM1218587",0,0.354567405565669,-4.51949872974425e-17,0.435024882448285,0.330801012085716,0.155107216469276
"GSM1218588",0,0.410992889545455,-4.81467469155374e-17,0.418238219650105,0.34194153283048,0.132548816132681
"GSM1218589",0,0.380933459858925,-2.64668876263808e-16,0.397401625739194,0.352622814042857,0.14638029490175
"GSM1218590",0,0.402046997288101,-5.22629502360361e-17,0.410755883828773,0.329827833256532,0.151323579637567
"GSM1218591",0,0.419651388681632,-4.62253769477629e-17,0.427663225385503,0.308909202157571,0.133787299465174
"GSM1218592",0,0.440257991562417,-4.38682475338949e-17,0.367368676587228,0.300407198582455,0.159338717663638
"GSM1218593",0,0.427436667723021,-4.60639929587346e-17,0.366986815899633,0.312677930590619,0.172458882145696
"GSM1218594",0,0.374880469825711,-4.4709146261033e-17,0.385832631749521,0.403424517807471,0.128828562278139
"GSM1218595",0,0.391973939994967,-4.73652604215805e-17,0.428669308574287,0.320487281931025,0.142008220823438
"GSM1218596",0,0.314078039949803,-3.67221459488024e-17,0.547578757479743,0.28466904237407,0.122461402124845
"GSM1218597",0,0.395373020871522,-4.90945084128335e-17,0.398691318156858,0.364308169783663,0.13593541845833
"GSM1218598",0,0.320663570228795,-4.04883832696125e-17,0.39345134509423,0.374098365849369,0.199575068644836
"GSM1218599",0,0.374492958105931,-2.60036061471389e-16,0.494178702838201,0.324357578699249,0.0837984643615531
"GSM1218600",0,0.377388154882994,1.69719344353058e-16,0.38650378496728,0.368449075258483,0.148240024017481
"GSM1218601",0,0.216571341599253,-3.69539960964264e-17,0.417226070836339,0.406223735836267,0.225537909731134
"GSM1218602",0,0.370764767333636,-5.19492280709986e-17,0.412400669992448,0.320172298900878,0.174914018094383
