"","Bcell","CD4T","CD8T","Gran","Mono","NK"
"GSM748669",0,0.389478677499841,-3.66189607601574e-17,0.389434804327761,0.346201654041271,0.17578029568909
"GSM748670",0,0.408763870430875,-4.10815361122484e-17,0.420161226363547,0.328630292914782,0.149417403752991
"GSM748671",0,0.398118007186308,-3.4651851508989e-17,0.39805898328933,0.342991454668757,0.158785748819135
"GSM748672",0,0.384768179609706,-3.95340856303432e-17,0.443617431634902,0.344102320513491,0.145722211594283
"GSM748673",2.77555756156289e-17,0.406667689428185,-4.34591965945219e-17,0.427845601513803,0.312309573514274,0.158786369284582
"GSM748674",0,0.374807666045223,-4.14903269399404e-17,0.427145596431605,0.382344967367927,0.0913902773686308
"GSM748675",-2.77555756156289e-17,0.426846027746667,-2.59058235495384e-16,0.365282518724799,0.349952377548169,0.152024805353077
"GSM748676",2.77555756156289e-17,0.394240439928914,-4.24476644170732e-17,0.406412450741445,0.330988422148329,0.161843293659486
"GSM748677",0,0.391581246245975,-4.37521996955429e-17,0.423568558915558,0.321104747306163,0.16906552425637
"GSM748678",0,0.404893015964616,-3.76474182432024e-17,0.390155060955341,0.33839072718973,0.159665440405046
"GSM748679",0,0.364569484889487,1.85984656936794e-16,0.42554923759002,0.361499799011421,0.157102014169056
"GSM748680",0,0.429557280880186,-5.18430018307835e-17,0.422691243032361,0.296629154645117,0.159515949858206
"GSM748681",0,0.401019417938073,-3.92538233712005e-17,0.435609565715144,0.337023632152246,0.126166648998058
"GSM748682",0,0.424133056278201,-3.83855508623346e-17,0.412822425598309,0.3286566616794,0.13438589618511
"GSM748683",0,0.411408581602735,-3.64212504904771e-17,0.444891397753502,0.315930039905713,0.14588177716661
"GSM748684",0,0.353747831158335,-2.62925501720173e-16,0.451723914967139,0.363312923526763,0.125668306100576
"GSM748685",0,0.421780855002403,-3.50537483837301e-17,0.418620465496859,0.329000954663944,0.142928208737736
"GSM748686",0,0.42635270847185,-4.10674389841296e-17,0.424139077930686,0.305911556106754,0.150449005269939
"GSM748687",0,0.388305915265171,-3.6382322410868e-17,0.441371475671731,0.329176624952196,0.149972992864019
"GSM748688",0,0.411352688170493,-3.68551311640054e-17,0.421932557857782,0.335665070293809,0.139513112174895
"GSM748689",0,0.440249861153686,-3.8000428339255e-17,0.398708414115803,0.328872507869835,0.135992433700551
"GSM748690",0,0.361802885657184,-3.87193031023036e-17,0.420977933617467,0.343953858445779,0.174116323005008
"GSM748691",0,0.405068222636985,-4.17865905607395e-17,0.383301500550474,0.355448399858139,0.152455169080217
"GSM748692",0,0.383632581882076,-3.86497769119036e-17,0.477402289311975,0.299232146338861,0.146232258408813
"GSM748693",0,0.392592368121085,-3.7791257569075e-17,0.395380229564369,0.339302504396316,0.16790006819423
"GSM748694",0,0.42038443546164,-3.31288465128446e-17,0.358832906574578,0.328265345442852,0.185221744381355
"GSM748695",0,0.41856926586389,-3.93773029921807e-17,0.406058865063429,0.321793194698323,0.153915702181666
"GSM748696",0,0.375379805693807,-4.51263628667933e-17,0.460361867399092,0.316311917009346,0.17663021956223
"GSM748697",0,0.419083450074786,-3.72736250034944e-17,0.389105764239345,0.324699247714619,0.159282848338207
"GSM748698",0,0.346659531625578,-3.79024867376299e-17,0.410706836941508,0.362517856366626,0.17150599998427
"GSM748699",0,0.410003563261389,-3.94620003508056e-17,0.421726226624804,0.30655286758785,0.160073641879012
"GSM748700",0,0.425695116273318,-3.7682816284132e-17,0.426456464894454,0.33514938102997,0.118278966749946
"GSM748701",0,0.405171831807687,-4.56351726238086e-17,0.421350524903353,0.320110741244124,0.154570122918929
"GSM748702",0,0.439633598956794,-3.77518467329871e-17,0.380607194007843,0.32794832725927,0.148169020924953
"GSM748703",0,0.373237251631222,-4.17593896737443e-17,0.501478058559506,0.334306826492113,0.0825683696910618
"GSM748704",0,0.418070536731618,-3.72420315621578e-17,0.420662224735871,0.34148290340067,0.13678650820749
"GSM748705",0,0.415065973027495,-4.10685796784458e-17,0.413599695605129,0.318789166980177,0.157746970641186
"GSM748706",0,0.414203392633327,-3.99804449266826e-17,0.406369242322531,0.331540302840059,0.152364886836133
"GSM748707",0,0.37833813995365,-4.18669038186895e-17,0.445106358772197,0.353301904282427,0.130649539220253
"GSM748708",0,0.357314191157349,-3.63055188258215e-17,0.486743975076377,0.332903463531196,0.121178670196395
"GSM748709",0,0.441739947492224,-2.6902106242365e-17,0.369949870552594,0.309381118356495,0.167718822509838
"GSM748710",2.77555756156289e-17,0.365487037566253,-4.04352578708369e-17,0.434481959769296,0.365706938348153,0.143339160621888
"GSM748711",0,0.415029582803386,-3.49034762580785e-17,0.401567978187939,0.339716944953863,0.141941163011513
"GSM748712",0,0.389435394519125,-3.57893665829125e-17,0.42554398273849,0.362199293139747,0.130087922898963
"GSM748713",0,0.390548843966394,1.76750611501157e-16,0.470020889144507,0.331300773582615,0.130654666568271
"GSM748714",0,0.38691154582531,-3.62389105422591e-17,0.449520017277272,0.318572798924429,0.148507634572671
"GSM748715",0,0.447868855829786,-3.07997198765504e-17,0.382707696653632,0.322390128393537,0.145417906970202
"GSM748716",0,0.442743837141044,-3.99209087478002e-17,0.401156124086575,0.315838961564224,0.147612695214989
"GSM748717",0,0.409362644798456,-4.56311539246669e-17,0.428580907244574,0.319884380591897,0.146189601444136
"GSM748718",0,0.388130476362592,-3.80608664400115e-17,0.47523623661034,0.343062244637208,0.105450009744987
"GSM748719",0,0.406044701512403,-2.66525164288533e-16,0.44187950765447,0.335304425372122,0.12188627388015
"GSM748720",0,0.399818453676833,-4.14696116533732e-17,0.444486903655324,0.345504824689204,0.119977929974511
"GSM748721",0,0.37498360062466,-4.11921180386748e-17,0.458630216329404,0.343317454054053,0.127135624372383
"GSM748722",0,0.353590770105656,-4.18444697702331e-17,0.445007518719796,0.33199933574928,0.170440088985868
"GSM748723",0,0.364874689253309,-3.97587518135314e-17,0.433849657646518,0.370889643408984,0.133657770908959
"GSM748724",0,0.384626820995134,-3.91060227817145e-17,0.403196370037241,0.355703076251413,0.156228688416214
"GSM748725",0,0.358412039604218,-4.14847079692191e-17,0.446481647998149,0.337100772753602,0.165313910329914
"GSM748726",0,0.398205031036311,-3.91962481416055e-17,0.413412212704374,0.314080812266593,0.18147569937835
"GSM748727",0,0.401133179127098,-4.07959680975865e-17,0.401112830260577,0.348017797427138,0.147197553328597
"GSM748728",0,0.400946042382526,-4.01361360917003e-17,0.441804455724136,0.339135541599324,0.134799020141829
"GSM748729",0,0.340670506689422,-4.75316787710872e-17,0.427516756892966,0.317621248600975,0.201617849221924
"GSM748730",0,0.391758411625641,1.76408381792578e-16,0.415045398771132,0.34769065235054,0.148515778677732
"GSM748731",0,0.436732046069927,-3.86169589999137e-17,0.40490703375098,0.335988869786588,0.13071623936712
"GSM748732",0,0.37393942952748,-4.37930441394653e-17,0.412493806326112,0.350768986411449,0.167463030367022
"GSM748733",0,0.375384654331162,-4.17819999077677e-17,0.476291572171599,0.330622897416812,0.136907604697807
"GSM748734",0,0.381736216988525,-4.0629652670166e-17,0.442736428689841,0.339259743346923,0.149453475819687
"GSM748735",0,0.344700902499047,-3.75898150784442e-17,0.455514568596389,0.368876267251764,0.128091004155712
"GSM748736",-2.77555756156289e-17,0.376629921365255,-4.4077749878275e-17,0.459599986230578,0.319539973761747,0.153311738098097
"GSM748737",0,0.417033528226231,-3.94427902815525e-17,0.39214012866725,0.316395479055019,0.168820034879792
"GSM748738",0,0.428467142724187,-3.894883322624e-17,0.380899308967757,0.340786642110476,0.141932993530472
"GSM748739",0,0.374347497945877,-3.99538515116619e-17,0.490635426119684,0.305764128667505,0.143873429641196
"GSM748740",0,0.411626347210314,-4.3149810393987e-17,0.412546603380537,0.312277974463704,0.159995615784068
"GSM748741",0,0.359498861032594,-3.29949781969308e-17,0.409187772682026,0.376085450040879,0.154391658664919
"GSM748742",0,0.448963202557994,-3.24746004062821e-17,0.365738478442558,0.331115653162294,0.159102686089018
"GSM748743",0,0.426686604405357,-4.01189329112878e-17,0.392303861332208,0.330263613974119,0.153027262826853
"GSM748744",0,0.407494533734115,-4.38628234085006e-17,0.418484868324907,0.332227939029822,0.137018932709048
"GSM748745",0,0.419206825350498,-3.07896357307225e-17,0.359386330051954,0.380746789210369,0.130580221742897
"GSM748746",0,0.422818318435161,-4.04261747921027e-17,0.413928938642833,0.326549931883608,0.147391151347847
"GSM748747",2.77555756156289e-17,0.409152735849083,-4.06700790969964e-17,0.445027233141796,0.325635978488655,0.139118495198526
"GSM748748",0,0.412563030122165,-4.42194533951617e-17,0.416013757601161,0.334758279607139,0.150801457383516
"GSM748749",0,0.366318259874146,-3.64861257037889e-17,0.429835617629277,0.379592604567762,0.126026178532046
"GSM748750",0,0.373384886468478,-4.23197818222245e-17,0.465346391627133,0.327296771361536,0.145230913998317
"GSM748751",0,0.376502000104041,-3.96152005692426e-17,0.41554722741731,0.327739482152501,0.172134366146667
"GSM748752",0,0.398034954442251,1.84419028042198e-16,0.457667357155828,0.353035757973398,0.102502060555668
"GSM748753",-2.77555756156289e-17,0.358947210398755,-4.03532230780506e-17,0.470946911562952,0.327625087901928,0.147866430162175
"GSM748754",0,0.37666587962051,1.79211538997102e-16,0.435160578378293,0.349895495955239,0.14877554652886
"GSM748755",0,0.418926226367769,-4.15888365759314e-17,0.406369775483707,0.323413582524446,0.159060792829906
"GSM748756",0,0.377881081334723,-4.0819209401617e-17,0.386612804434715,0.324162454572282,0.203147918722652
"GSM748757",0,0.395497335909363,-3.87810254824969e-17,0.386722106027181,0.336482893165059,0.170111714223849
"GSM748758",0,0.392280768394372,-4.06784650899226e-17,0.436747444984046,0.30746478888473,0.166375739200665
"GSM748759",0,0.437643758612798,-3.68414113149007e-17,0.407234172012395,0.321160777911746,0.138863193987698
"GSM748760",2.77555756156289e-17,0.392087648202533,-4.37629835121484e-17,0.412594819083319,0.324390222960028,0.173040817987834
